price,rating,title
29.4,One,Morning Star (Red Rising #3)
57.83,One,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing"
55.46,Two,Midnight Riot (Peter Grant/ Rivers of London - books #1)
57.6,Two,Me Talk Pretty One Day
34.98,Two,Manuscript Found in Accra
11.87,Two,Lust & Wonder
12.47,Three,Lila (Gilead #3)
33.26,Two,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)"
59.04,Five,Life Without a Recipe
26.13,Two,Life After Life
22.2,One,Letter to a Christian Nation
45.11,One,Let's Pretend This Never Happened: A Mostly True Memoir
43.69,Four,Legend (Legend #1)
25.02,One,"Lean In: Women, Work, and the Will to Lead"
55.5,Five,"Lamb: The Gospel According to Biff, Christ's Childhood Pal"
53.04,Five,Lady Renegades (Rebel Belle #3)
44.97,One,Jurassic Park (Jurassic Park #1)
42.38,One,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond
20.11,Three,Is Everyone Hanging Out Without Me? (And Other Concerns)
56.7,Five,Into the Wild
41.0,Five,Inferno (Robert Langdon #4)
28.85,Three,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin"
49.97,Four,If I Run (If I Run #1)
19.69,One,I've Got Your Number
28.88,Two,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban
33.14,Three,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World
43.7,Two,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth"
54.89,One,House of Leaves
37.52,Two,Horrible Bear!
51.07,Two,Holidays on Ice
44.07,Four,Heir to the Sky
10.79,Four,Green Eggs and Ham (Beginner Books B-16)
42.72,One,"Grayson, Vol 3: Nemesis (Grayson #3)"
26.66,Five,Gratitude
37.6,Five,Gone Girl
42.21,Four,Golden (Heart of Dread #3)
46.83,Two,Girl in the Blue Coat
45.17,Two,"Fruits Basket, Vol. 3 (Fruits Basket #3)"
51.22,Three,"Friday Night Lights: A Town, a Team, and a Dream"
21.28,Four,Fire Bound (Sea Haven/Sisters of the Heart #5)
15.36,Five,Fifty Shades Freed (Fifty Shades #3)
38.62,One,Fellside
25.4,Three,Extreme Prey (Lucas Davenport #26)
43.87,Three,Eragon (The Inheritance Cycle #1)
18.74,One,Eclipse (Twilight #3)
54.86,One,Dune (Dune #1)
52.62,Three,Dracula
51.48,One,Do Androids Dream of Electric Sheep? (Blade Runner #1)
15.28,Five,Disrupted: My Misadventure in the Start-Up Bubble
39.24,Five,Dead Wake: The Last Crossing of the Lusitania
17.81,One,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants"
56.02,One,Darkfever (Fever #1)
23.9,Five,Dark Places
49.13,Five,Crazy Rich Asians (Crazy Rich Asians #1)
10.62,One,Counting Thyme
36.17,Two,Cosmos
59.95,Two,Civilization and Its Discontents
26.09,One,Cinder (The Lunar Chronicles #1)
37.35,Two,Catastrophic Happiness: Finding Joy in Childhood's Messy Years
24.72,Two,Career of Evil (Cormoran Strike #3)
35.28,Five,Breaking Dawn (Twilight #4)
51.32,Five,Brave Enough
21.12,Three,Boy Meets Boy
27.35,Two,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen"
21.74,Five,Blink: The Power of Thinking Without Thinking
40.87,One,Black Flags: The Rise of ISIS
49.31,One,"Black Butler, Vol. 1 (Black Butler #1)"
22.11,One,Big Little Lies
20.79,Five,Between Shades of Gray
27.41,Two,Best of My Love (Fool's Gold #20)
38.35,Two,Beowulf
21.55,Five,Beautiful Creatures (Caster Chronicles #1)
38.02,Two,Awkward
22.06,Four,Ash
10.66,Three,Are We There Yet?
56.58,One,Are We Smart Enough to Know How Smart Animals Are?
36.83,Five,Annie on My Mind
35.01,Two,And Then There Were None
30.48,Four,A Walk in the Woods: Rediscovering America on the Appalachian Trail
14.08,Five,A Visit from the Goon Squad
31.22,Two,A Storm of Swords (A Song of Ice and Fire #3)
54.29,Five,A Heartbreaking Work of Staggering Genius
31.04,One,8 Keys to Mental Health Through Exercise
50.96,One,#GIRLBOSS
11.89,Two,"The Suffragettes (Little Black Classics, #96)"
31.38,Three,The Sense of an Ending
54.81,One,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)"
16.78,Three,The Course of Love
24.42,One,Sugar Rush (Offensive Line #2)
11.75,Three,"Saga, Volume 2 (Saga (Collected Editions) #2)"
20.02,One,"Run, Spot, Run: The Ethics of Keeping Pets"
12.86,Four,New Moon (Twilight #2)
31.58,Five,Life
34.0,Three,Kindle Paperwhite User's Guide
57.42,Five,H is for Hawk
53.47,One,Girl Online On Tour (Girl Online #2)
11.64,Five,"Fruits Basket, Vol. 2 (Fruits Basket #2)"
52.88,Four,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book)
18.51,Four,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)"
41.32,Five,While You Were Mine
39.77,Three,Where Lightning Strikes (Bleeding Stars #3)
51.96,Three,When I'm Gone
39.51,Five,Ways of Seeing
15.4,One,"Vampire Knight, Vol. 1 (Vampire Knight #1)"
53.82,Two,Vampire Girl (Vampire Girl #1)
30.95,Four,Twenty Love Poems and a Song of Despair
57.82,Five,Travels with Charley: In Search of America
44.18,Two,Three Wishes (River of Time: California #1)
48.71,One,This One Moment (Pushing Limits #1)
19.69,Five,The Zombie Room
36.52,Two,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)"
41.56,Five,The Tumor
43.19,Four,The Story of Hong Gildong
12.34,Five,The Silent Wife
36.25,Three,The Silent Twin (Detective Jennifer Knight #3)
29.45,One,The Selfish Gene
34.56,Three,The Secret Healer
54.12,Three,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)"
33.78,Three,The Republic
29.64,Three,The Odyssey
57.7,Four,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1)
36.34,One,The Nicomachean Ethics
50.59,Three,The Name of the Wind (The Kingkiller Chronicle #1)
29.38,One,The Mirror & the Maze (The Wrath and the Dawn #1.5)
45.42,Two,The Little Prince
54.43,One,The Light of the Fireflies
36.26,Two,The Last Girl (The Dominion Trilogy #1)
16.16,One,The Iliad
36.29,Five,The Hook Up (Game On #1)
27.89,Five,The Haters
12.29,Five,The Girl You Lost
15.85,Three,The Girl In The Ice (DCI Erika Foster #1)
14.4,One,The End of the Jesus Era (An Investigation #1)
19.18,Four,The Edge of Reason (Bridget Jones #2)
10.64,Three,The Complete Maus (Maus #1-2)
14.76,Three,The Communist Manifesto
57.49,Three,The Bhagavad Gita
30.66,Three,The Bette Davis Club
40.83,Four,The Art of Not Breathing
18.88,Two,Taking Shots (Assassins #1)
25.83,Three,Starlark
42.12,Three,"Skip Beat!, Vol. 01 (Skip Beat! #1)"
13.33,Three,Sister Sable (The Mad Queen #1)
42.4,One,Shatter Me (Shatter Me #1)
58.35,Three,Shameless
21.72,Four,Shadow Rites (Jane Yellowrock #10)
44.91,Two,Settling the Score (The Summer Games #1)
37.46,One,Sense and Sensibility
28.48,One,"Saga, Volume 1 (Saga (Collected Editions) #1)"
28.34,Two,"Rhythm, Chord & Malykhin"
46.96,Five,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)"
24.96,One,Paradise Lost (Paradise #1)
21.71,Four,"Paper Girls, Vol. 1 (Paper Girls #1-5)"
29.87,Three,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)"
28.99,One,Origins (Alphas 0.5)
52.94,Two,One Second (Seven #7)
32.36,Three,On the Road (Duluoz Legend)
55.66,Two,Old Records Never Die: One Man's Quest for His Vinyl and His Past
39.45,Five,Off Sides (Off #1)
47.11,Two,Of Mice and Men
58.75,Four,Myriad (Prentor #1)
38.92,Two,My Perfect Mistake (Over the Top #1)
39.39,Four,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)"
25.89,Two,Meditations
28.34,One,Matilda
27.7,Four,Lost Among the Living
24.89,Three,Lord of the Flies
58.99,Three,Listen to Me (Fusion #1)
57.2,Five,Kitchens of the Great Midwest
38.43,Five,Jane Eyre
34.74,Four,Imperfect Harmony
40.44,Four,Icing (Aces Hockey #2)
45.24,Three,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)"
34.96,Four,Having the Barbarian's Baby (Ice Planet Barbarians #7.5)
56.76,Four,"Giant Days, Vol. 1 (Giant Days #1-4)"
40.28,Five,"Fruits Basket, Vol. 1 (Fruits Basket #1)"
38.0,Two,Frankenstein
28.8,Three,Forever Rockers (The Rocker #12)
39.24,Three,Fighting Fate (Fighting #6)
32.93,Two,Emma
51.32,Three,"Eat, Pray, Love"
47.09,Five,Deep Under (Walker Security #1)
28.42,Four,Choosing Our Religion: The Spiritual Lives of America's Nones
22.85,Three,Charlie and the Chocolate Factory (Charlie Bucket #1)
41.24,One,Charity's Cross (Charles Towne Belles #4)
39.07,Five,Bright Lines
29.82,One,Bridget Jones's Diary (Bridget Jones #1)
37.26,Four,Bounty (Colorado Mountain #7)
20.3,Three,Blood Defense (Samantha Brinkman #1)
34.65,Five,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)"
43.38,One,Beyond Good and Evil
55.53,One,Alice in Wonderland (Alice's Adventures in Wonderland #1)
57.06,Four,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)"
16.97,Five,A Spy's Devotion (The Regency Spies of London #1)
53.98,One,1st to Die (Women's Murder Club #1)
26.08,Five,"1,000 Places to See Before You Die"
price,rating,title
51.77,Three,A Light in the Attic
53.74,One,Tipping the Velvet
50.1,One,Soumission
47.82,Four,Sharp Objects
54.23,Five,Sapiens: A Brief History of Humankind
22.65,One,The Requiem Red
33.34,Four,The Dirty Little Secrets of Getting Your Dream Job
17.93,Three,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull"
22.6,Four,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics
52.15,One,The Black Maria
13.99,Two,"Starving Hearts (Triangular Trade Trilogy, #1)"
20.66,Four,Shakespeare's Sonnets
17.46,Five,Set Me Free
52.29,Five,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1)
35.02,Five,Rip it Up and Start Again
57.25,Three,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991"
23.88,One,Olio
37.59,One,Mesaerion: The Best Science Fiction Stories 1800-1849
51.33,Two,Libertarianism for Beginners
45.17,Two,It's Only the Himalayas
12.84,One,In Her Wake
37.32,Two,How Music Works
30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
25.27,Five,Chase Me (Paris Nights #2)
34.53,Five,Black Dust
54.64,Three,Birdsong: A Story in Pictures
22.5,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
53.13,Three,Aladdin and His Wonderful Lamp
40.3,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
44.18,Four,Wall and Piece
17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
23.82,Five,The Elephant Tree
36.89,One,The Bear and the Piano
15.94,Five,Sophie's World
33.29,Three,Penny Maybe
18.02,Two,Maude (1883-1993):She Grew Up with the country
19.63,One,"In a Dark, Dark Wood"
52.22,Four,Behind Closed Doors
33.63,Two,You can't bury them all: Poems
57.31,Three,Slow States of Collapse: Poems
26.41,Two,Reasons to Stay Alive
47.61,Five,Private Paris (Private #10)
23.11,Five,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.
45.07,Two,Without Borders (Wanderlove #1)
31.77,One,When We Collided
50.27,Five,"We Love You, Charlie Freeman"
14.27,Four,Untitled Collection: Sabbath Poems 2014
44.18,Four,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness"
18.78,Three,Unicorn Tracks
25.52,One,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink"
16.28,One,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2)
31.12,Three,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity
19.49,Four,This One Summer
17.27,Five,Thirst
19.09,One,The Torch Is Passed: A Harding Family Story
56.13,One,The Secret of Dreadwillow Carse
56.41,One,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!"
56.5,Four,The Past Never Ends
45.22,Three,The Natural History of Us (The Fine Art of Pretending #2)
38.16,Four,The Nameless City (The Nameless City #1)
54.11,Three,The Murder That Never Was (Forensic Instincts #5)
42.96,Four,The Most Perfect Thing: Inside (and Outside) a Bird's Egg
23.89,Four,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy"
16.77,Three,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing
20.59,Five,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer"
37.13,One,The Gutsy Girl: Escapades for Your Life of Epic Adventure
56.06,One,The Electric Pencil: Drawings from Inside State Hospital No. 3
58.11,Four,The Death of Humanity: and the Case for Life
49.05,Three,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life"
40.76,Three,The Art Forger
19.73,One,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind
32.24,Five,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution
41.83,Four,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up
39.58,Two,Soul Reader
39.25,Two,Security
25.02,Three,"Saga, Volume 6 (Saga (Collected Editions) #6)"
51.04,Two,"Saga, Volume 5 (Saga (Collected Editions) #5)"
19.83,Two,Reskilling America: Learning to Labor in the Twenty-First Century
50.4,Three,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)"
13.61,Five,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)"
13.34,Five,Princess Between Worlds (Wide-Awake Princess #5)
18.97,One,"Pop Gun War, Volume 1: Gift"
36.28,Two,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics"
10.16,Three,Patience
15.44,Four,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)"
48.41,One,orange: The Complete Collection 1 (orange: The Complete Collection #1)
46.35,One,Online Marketing for Busy Authors: A Step-By-Step Guide
14.07,Three,On a Midnight Clear
14.86,Two,Obsidian (Lux #1)
33.37,Two,My Paris Kitchen: Recipes and Stories
56.4,Two,Masks and Shadows
14.02,Four,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed"
46.91,Two,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)"
45.61,Three,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)"
19.92,Two,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12)
40.11,One,"Layered: Baking, Building, and Styling Spectacular Cakes"
53.9,Two,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners)
35.67,Five,Join
22.0,Four,In the Country We Love: My Family Divided
57.36,Five,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine
29.17,Two,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)"
54.63,Three,I am a Hero Omnibus Volume 1
46.03,One,How to Be Miserable: 40 Strategies You Already Use
33.97,One,Her Backup Boyfriend (The Sorensen Family #1)
22.11,Two,"Giant Days, Vol. 2 (Giant Days #5-8)"
29.69,Three,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton
15.97,Four,First and First (Five Boroughs #3)
21.96,One,Fifty Shades Darker (Fifty Shades #2)
54.35,Two,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day
37.97,Two,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master"
51.99,Four,Danganronpa Volume 1
43.29,Three,Crown of Midnight (Throne of Glass #2)
36.72,Four,"Codename Baboushka, Volume 1: The Conclave of Death"
17.08,Four,Camp Midnight
29.14,Five,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle
28.81,Three,Burning
49.46,Two,Bossypants
37.92,Two,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))"
28.09,Two,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)"
30.81,One,Algorithms to Live By: The Computer Science of Human Decisions
42.95,One,A World of Flavor: Your Gluten Free Passport
56.76,Five,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations"
16.64,One,A Murder in Time
55.53,Five,A Flight of Arrows (The Pathfinders #2)
28.13,Four,A Fierce and Subtle Poison
52.37,One,A Court of Thorns and Roses (A Court of Thorns and Roses #1)
54.0,Five,(Un)Qualified: How God Uses Broken People to Do Big Things
21.87,Four,You Are What You Love: The Spiritual Power of Habit
43.3,Four,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)"
21.04,Two,Tuesday Nights in 1980
41.6,Three,Tracing Numbers on a Train
35.07,Three,Throne of Glass (Throne of Glass #1)
